date,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XTZ,TAGZ5,XLM,LINK,ADA,XMR,LEO,TRX,HT,CRO,STO,DASH,ETC,MIN,HEDG,NEO,ATOM,MIOTA,HEX,ZEC,XEM,MKR,INO,ONT,OKB,DOGE,FTT,BAT,PAX,VET,ELAMA,PLF,DGB,BTG,MWC,CCXX,ZRX,HYN,INB,DCR,TNC,THETA,OMG,DNA,ICX,DOT,WBTC,DAI,YFI,LEND,CEL,SNX,AAVE,UNI,CETH,FIL,CDAI,CUSDC,SOL,ZIL,COMP,HBTC,KSM,WAVES,EGLD,AVAX,SUSHI,UMA,RENBTC,STX,LRC,NEAR,LUNA,NANO,ALINK,RSR,TUSD,GRT,ALGO,ESD,REN,BCHA,NEXO,QTUM,HUSD,RUNE,HBAR,NXM,CHSB,ZEN,AMPL,BTT,AETH,EWT,KNC,XVG,UST,QNT,SC,SNT,LSK,BAND,IOST,BAL,AMP,VGX,CAKE,CRV,RVN,MATIC,ENJ,X1INCH,FTM,FLOW,XSUSHI,MDX,ZKS,BNT,HOT,NPXS,XVS,BTMX,ICP,SHIB,KLAY,SAFEMOON,TEL,TFUEL,CHZ,HNT,STETH,MANA,ONE,FEI,AXS,XDC,KCS,TITAN,LUSD,OMI,CUSDT
2018-01-17,11188.6,NA,1014.25,1.31,1748.05,NA,186.52,10.19,14.2,4.53,NA,0.477187,0.698634,0.629102,319.19,NA,0.075623,NA,NA,NA,793.57,29.12,NA,NA,141.37,NA,2.72,NA,496.82,1.02,1046.27,NA,NA,NA,0.007648,NA,0.58824,NA,NA,NA,NA,0.061082,186.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,11474.9,NA,1036.28,1.6,1756.75,NA,192.84,10.51,14.28,5.13,NA,0.509523,0.74423,0.659843,316.47,NA,0.083179,NA,NA,NA,835.49,30.19,NA,NA,142.66,NA,2.75,NA,490.08,1.08,1654.82,NA,NA,NA,0.007969,NA,0.591967,NA,NA,NA,NA,0.064829,195.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-19,11607.4,NA,1039.1,1.55,1769.62,NA,192.96,11.18,14.94,4.74,NA,0.506232,0.812905,0.650498,364.62,NA,0.080499,NA,NA,NA,846.16,31.7,NA,NA,139.49,NA,2.7,NA,524.34,1.1,1560.26,NA,NA,NA,0.007871,NA,0.593371,NA,NA,NA,NA,0.061193,217.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,12899.2,NA,1155.15,1.58,2032.12,NA,211.02,15.52,16.19,4.99,NA,0.534677,1.22,0.70751,383.79,NA,0.085201,NA,NA,NA,926.12,35.01,NA,NA,149.94,NA,3,NA,557.6,1.21,1690.19,NA,NA,NA,0.008448,NA,0.652433,NA,NA,NA,NA,0.067938,231.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,11600.1,NA,1049.58,1.38,1776.64,NA,190.42,13.44,14.07,4.58,NA,0.464117,0.887828,0.613163,345.08,NA,0.071186,NA,NA,NA,818.27,30.32,NA,NA,131.1,NA,2.77,NA,487.02,1.07,1576.73,NA,NA,NA,0.007131,NA,0.555487,NA,NA,NA,NA,0.05604,198.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-22,10931.4,NA,1003.26,1.36,1621.92,NA,180.01,13.66,13.01,4.73,NA,0.486338,0.802858,0.570458,315.9,NA,0.071412,NA,NA,NA,763.2,29.26,NA,NA,123.66,NA,2.47,NA,446.79,0.991465,1524.56,NA,NA,NA,0.006734,NA,0.511591,NA,NA,NA,NA,0.053326,190.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-23,10868.4,NA,986.23,1.34,1621.46,NA,177.81,12.97,13.09,4.74,NA,0.486185,0.801917,0.56307,308.46,NA,0.068572,NA,NA,NA,757.34,28.37,NA,NA,121.6,NA,2.5,NA,442,0.942383,1523.41,NA,NA,NA,0.006673,NA,0.578114,NA,NA,NA,NA,0.05494,188.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-24,11359.4,NA,1058.78,1.36,1639.13,NA,179.99,13.83,13.63,4.24,NA,0.567014,0.792863,0.622208,317.4,NA,0.070421,NA,NA,NA,775.11,29.6,NA,NA,136.41,NA,2.43,NA,451.73,0.96375,1535.29,NA,NA,NA,0.007083,NA,0.543128,NA,NA,NA,NA,0.057804,190.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-25,11259.4,NA,1056.03,1.31,1642.12,NA,180.27,14.31,13.23,4.04,NA,0.608253,0.760437,0.637495,317.1,NA,0.068766,NA,NA,NA,795.66,29.19,NA,NA,138,NA,2.37,NA,472.97,0.9491,1345.57,NA,NA,NA,0.007667,NA,0.555015,NA,NA,NA,NA,0.056214,187.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,11171.4,NA,1055.17,1.22,1603.9,NA,176.73,14.34,13.22,4.11,NA,0.633916,0.709853,0.623382,323.68,NA,0.06663,NA,NA,NA,782.41,28.8,NA,NA,137.89,NA,2.37,NA,456.94,0.839974,1472.36,NA,NA,NA,0.007237,NA,0.558874,NA,NA,NA,NA,0.054925,180.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-27,11440.7,NA,1107.07,1.22,1628.63,NA,180.89,14.27,13.25,4.09,NA,0.613061,0.780675,0.616833,321.36,NA,0.068422,NA,NA,NA,773.84,29.49,NA,NA,140.2,NA,2.45,NA,451.69,1.06,1439.89,NA,NA,NA,0.007373,NA,0.662215,NA,NA,NA,NA,0.06016,185.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,11786.3,NA,1246.01,1.4,1746.25,NA,193.87,15.02,13.54,4.58,NA,0.634421,0.760601,0.670286,332.17,NA,0.065495,NA,NA,NA,812.24,32.9,NA,NA,152.16,NA,2.52,NA,471.99,1.03,1488.36,NA,NA,NA,0.007465,NA,0.650049,NA,NA,NA,NA,0.064958,189.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-29,11296.4,NA,1182.36,1.32,1657.14,NA,181.66,14.01,12.76,3.28,NA,0.589283,0.697712,0.623204,316.63,NA,0.064001,NA,NA,NA,767.69,31.71,NA,NA,168.14,NA,2.58,NA,448.61,0.935431,1403.35,NA,NA,NA,0.006967,NA,0.607161,NA,NA,NA,NA,0.061965,181.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,10106.3,NA,1071.13,1.14,1470.55,NA,165.28,11.56,11.25,3.44,NA,0.489648,0.596778,0.531913,274.02,NA,0.053761,NA,NA,NA,676.91,27.13,NA,NA,146.28,NA,2.22,NA,383.47,0.776491,1277.84,NA,NA,NA,0.006024,NA,0.509349,NA,NA,NA,NA,0.050588,159.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-31,10221.1,NA,1118.31,1.16,1486.89,NA,163.35,12.2,11.15,3.39,NA,0.539797,0.620146,0.519315,272.89,NA,0.054454,NA,NA,NA,697.46,28.76,NA,NA,145.76,NA,2.31,NA,397.88,0.779857,1386.99,NA,NA,NA,0.00601,NA,0.517065,NA,NA,NA,NA,0.053137,156.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-01,9170.54,NA,1036.79,0.96253,1274.35,NA,142.3,10.21,9.52,3.06,NA,0.456455,0.520347,0.421672,240.96,NA,0.046227,NA,NA,NA,617.04,24.97,NA,NA,126,NA,1.91,NA,400.74,0.618265,1272.67,NA,NA,NA,0.005029,NA,0.462054,NA,NA,NA,NA,0.04391,127.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-02,8830.75,NA,915.78,0.884784,1191.14,NA,131.38,9.79,9.65,2.85,NA,0.405075,0.494574,0.390534,235.63,NA,0.040799,NA,NA,NA,586.88,23.07,NA,NA,120.13,NA,1.81,NA,383.55,0.582652,1148.23,NA,NA,NA,0.004475,NA,0.416206,NA,NA,NA,NA,0.042335,110.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-03,9174.91,NA,964.02,0.924043,1272.5,NA,160.25,9.84,9.75,3.18,NA,0.430056,0.518558,0.438836,251.59,NA,0.044472,1.43,NA,NA,637.37,24.2,NA,NA,122.96,NA,1.99,NA,388.55,0.628795,1212.87,NA,NA,NA,0.005164,NA,0.448572,NA,NA,NA,NA,0.043332,114.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-04,8277.01,NA,834.68,0.815703,1165.38,NA,148.02,8.61,8.46,3.07,NA,0.377231,0.434371,0.379303,221.05,NA,0.037933,1.4,NA,NA,549.96,21.04,NA,NA,107.46,NA,1.74,NA,346.91,0.55087,1061.91,NA,NA,NA,0.004399,NA,0.385504,NA,NA,NA,NA,0.03663,100.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-05,6955.27,NA,697.95,0.691799,887.41,NA,125.33,7.06,6.71,2.41,NA,0.331192,0.341506,0.327371,179.49,NA,0.030161,1.2,NA,NA,451.43,16.53,NA,NA,82.37,NA,1.45,NA,303.61,0.449672,821.42,NA,NA,NA,0.003533,NA,0.295087,NA,NA,NA,NA,0.02661,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-06,7754,NA,793.12,0.776393,974.53,NA,142.99,8.34,8.29,2.46,NA,0.370811,0.425248,0.369753,212.29,NA,0.036478,1.35,NA,NA,528.5,19.39,NA,NA,105.95,NA,1.62,NA,372.39,0.5842,910.79,NA,NA,NA,0.004361,NA,0.357246,NA,NA,NA,NA,0.03264,92.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-07,7621.3,NA,757.07,0.723895,957.96,NA,138.2,7.61,8.1,2.42,NA,0.342125,0.376771,0.340447,207.27,NA,0.032746,1.29,NA,NA,521.99,18.16,NA,NA,102.5,NA,1.6,NA,354.35,0.536718,914.29,NA,NA,NA,0.004297,NA,0.340785,NA,NA,NA,NA,0.030162,87.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-08,8265.59,NA,817.81,0.805263,1284.56,NA,149.47,8.51,8.6,2.95,NA,0.363565,0.41108,0.356584,247.22,NA,0.036725,1.43,NA,NA,605.01,21.79,NA,NA,112.43,NA,1.78,NA,435.91,0.543094,1008.62,NA,NA,NA,0.004566,NA,0.372876,NA,NA,NA,NA,0.033066,104.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-09,8736.98,NA,883.86,0.954428,1312.11,NA,163.95,9.65,9.73,3.17,NA,0.401068,0.435194,0.391602,260.43,NA,0.047968,1.59,NA,NA,637.82,26,NA,NA,117.57,NA,1.96,NA,475.72,0.590486,1093.8,NA,NA,NA,0.005,NA,0.387052,NA,NA,NA,NA,0.038868,166.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-10,8621.9,NA,860.41,1.07,1257.31,NA,155.59,9.1,9.26,3.27,NA,0.406856,0.419874,0.405872,250.03,NA,0.048699,1.55,NA,NA,634.1,24.52,NA,NA,110.63,NA,1.86,NA,483.42,0.590511,1064.13,NA,NA,NA,0.004989,NA,0.361326,NA,NA,NA,NA,0.03629,129.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-11,8129.97,NA,814.66,1,1217.64,NA,148.99,8.41,8.7,2.98,NA,0.370005,0.416157,0.369769,229.49,NA,0.042401,1.54,NA,NA,580.02,24.13,NA,NA,103.4,NA,1.7,NA,434.16,0.52864,987.8,NA,NA,NA,0.004956,NA,0.333647,NA,NA,NA,NA,0.033386,123.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,8926.57,NA,868.71,1.08,1283.91,NA,161.57,9.18,9.32,3.22,NA,0.395649,0.490282,0.384315,247.57,NA,0.046116,1.57,NA,NA,620.56,29.88,NA,NA,113.25,NA,1.87,NA,462.24,0.557894,1074.47,NA,NA,NA,0.005472,NA,0.380451,NA,NA,NA,NA,0.037568,115.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
